split,image_path,label_path,class_id,class_name,x_center,y_center,bbox_w,bbox_h,bbox_area,bbox_aspect_ratio,brightness,contrast
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_13.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_13.txt,2,basty,0.217969,0.427344,0.320312,0.407813,0.13062739765599998,0.7854384239835415,142.38977783203126,64.97948808340598
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_130.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_130.txt,2,basty,0.757812,0.435937,0.253125,0.35,0.08859374999999999,0.7232142857142857,139.295830078125,76.7825345155732
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_131.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_131.txt,2,basty,0.245312,0.571875,0.2625,0.359375,0.09433593750000001,0.7304347826086957,139.29455322265625,76.77923718884792
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_132.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_132.txt,2,basty,0.2375,0.435156,0.2625,0.345313,0.0906446625,0.7601798947621434,115.70583740234375,76.78262701061547
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_133.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_133.txt,2,basty,0.305469,0.81875,0.254688,0.346875,0.0883449,0.7342356756756758,149.65093017578124,76.52340617574657
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_134.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_134.txt,2,basty,0.691406,0.816406,0.251563,0.342187,0.086081588281,0.7351623527486432,149.65276611328125,76.52136737829716
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_135.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_135.txt,2,basty,0.309375,0.184375,0.259375,0.346875,0.08997070312500001,0.7477477477477479,149.650224609375,76.52305208841395
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_137.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_137.txt,2,basty,0.858594,0.575781,0.276562,0.389062,0.107599764844,0.7108430018865887,130.3805419921875,82.91129682916403
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_138.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_138.txt,2,basty,0.139844,0.58125,0.267188,0.4,0.1068752,0.66797,130.37783935546875,82.91272277679285
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_139.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_139.txt,2,basty,0.85625,0.425,0.278125,0.390625,0.108642578125,0.7120000000000001,130.380234375,82.91173966431906
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_140.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_140.txt,2,basty,0.859375,0.575,0.275,0.38125,0.10484375,0.7213114754098362,124.62,82.911942089277
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_141.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_141.txt,2,basty,0.203125,0.495312,0.259375,0.340625,0.08834960937500001,0.7614678899082569,131.4190185546875,76.7162119909468
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_143.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_143.txt,2,basty,0.203906,0.503906,0.270313,0.360938,0.097566233594,0.7489180967368358,131.4219140625,76.7171207900357
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_146.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_146.txt,2,basty,0.733594,0.779687,0.267188,0.35625,0.095185725,0.7500014035087719,139.8464990234375,75.86129488397646
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_148.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_148.txt,2,basty,0.265625,0.778125,0.278125,0.3625,0.1008203125,0.7672413793103449,115.15427490234374,75.86183483097727
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_149.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_149.txt,2,basty,0.814063,0.717187,0.2875,0.396875,0.11410156249999999,0.7244094488188976,126.60411376953125,81.4002330740071
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_15.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_15.txt,2,basty,0.216406,0.577344,0.320312,0.420312,0.134630977344,0.7620815013608937,142.39106201171876,64.97876999072002
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_152.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_152.txt,2,basty,0.816406,0.724219,0.285938,0.401562,0.114821835156,0.712064388562663,128.3942041015625,81.39950885957136
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_153.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_153.txt,2,basty,0.808594,0.272656,0.298438,0.398438,0.118909039844,0.7490199227985281,137.52582275390625,81.2450231178967
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_154.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_154.txt,2,basty,0.19375,0.26875,0.296875,0.40625,0.12060546875,0.7307692307692307,137.52742919921874,81.24392864685316
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_155.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_155.txt,2,basty,0.80625,0.732031,0.296875,0.407813,0.121069484375,0.7279684561306285,137.527900390625,81.24357945116003
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_156.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_156.txt,2,basty,0.808594,0.274219,0.295312,0.404687,0.11950892734400001,0.7297293958046589,117.47264404296875,81.24549851527385
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_158.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_158.txt,2,basty,0.45625,0.346094,0.353125,0.473438,0.16718279375000003,0.7458737997372412,141.6768115234375,70.2908550183352
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_159.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_159.txt,2,basty,0.54375,0.653125,0.365625,0.475,0.17367187499999998,0.7697368421052632,141.6790869140625,70.28627593013597
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_16.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_16.txt,2,basty,0.214844,0.429688,0.323437,0.41875,0.13543924375,0.7723868656716417,112.61190673828125,64.98012129417245
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_160.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_160.txt,2,basty,0.539062,0.350781,0.35625,0.476562,0.1697752125,0.7475417679126746,113.3230859375,70.29165930895839
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_161.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_161.txt,2,basty,0.234375,0.423438,0.365625,0.46875,0.17138671875,0.7799999999999999,138.66141357421876,60.72369186137521
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_163.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_163.txt,2,basty,0.239063,0.578906,0.36875,0.464062,0.1711228625,0.7946136507621827,138.661376953125,60.72195748298088
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_164.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_164.txt,2,basty,0.238281,0.420312,0.364063,0.465625,0.169516834375,0.7818802684563759,116.33877197265625,60.72357407058655
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_165.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_165.txt,2,basty,0.329688,0.764844,0.36875,0.454688,0.16766620000000002,0.810995671757337,153.85400390625,60.43082061869111
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_166.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_166.txt,2,basty,0.665625,0.767969,0.365625,0.464062,0.16967266874999998,0.7878796367726726,153.8533544921875,60.43191084692477
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_167.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_167.txt,2,basty,0.332813,0.233594,0.365625,0.464062,0.16967266874999998,0.7878796367726726,153.85558837890625,60.43152497828978
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_169.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_169.txt,2,basty,0.134375,0.763281,0.265625,0.451562,0.11994615625,0.5882359454515659,145.00257568359376,72.51512736649599
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_17.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_17.txt,2,basty,0.635156,0.490625,0.276562,0.3875,0.10716777499999999,0.7137083870967741,123.5208349609375,80.34811500860275
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_171.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_171.txt,2,basty,0.135156,0.235937,0.267188,0.453125,0.12106956249999999,0.5896562758620689,145.001552734375,72.51431834318319
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_172.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_172.txt,2,basty,0.138281,0.757812,0.273438,0.45625,0.1247560875,0.5993161643835617,109.99754638671875,72.51595622726077
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_173.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_173.txt,2,basty,0.642188,0.710938,0.3625,0.49375,0.178984375,0.7341772151898733,141.5719921875,72.06148059187855
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_174.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_174.txt,2,basty,0.351562,0.709375,0.3625,0.503125,0.18238281250000002,0.7204968944099378,141.570771484375,72.05909203773838
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_176.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_176.txt,2,basty,0.650781,0.708594,0.373437,0.489063,0.182634219531,0.7635764717429043,113.42915771484375,72.05843003958017
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_177.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_177.txt,2,basty,0.694531,0.321094,0.354687,0.479687,0.17013874296899997,0.7394134091605568,129.36112548828126,79.05118481284963
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_178.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_178.txt,2,basty,0.307031,0.321094,0.357812,0.476562,0.17051960234400002,0.7508194106957752,129.35970458984374,79.05179327708441
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_179.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_179.txt,2,basty,0.692187,0.678906,0.35,0.479687,0.16789044999999997,0.7296424543504411,129.36158447265626,79.0503878526691
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_18.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_18.txt,2,basty,0.367188,0.49375,0.2875,0.3875,0.11140625,0.7419354838709676,123.51943115234376,80.34872236636299
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_180.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_180.txt,2,basty,0.696094,0.320312,0.345313,0.484375,0.16726098437499998,0.7129042580645161,125.63739013671875,79.0506916572486
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_19.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_19.txt,2,basty,0.633594,0.50625,0.292187,0.4,0.1168748,0.7304674999999999,123.521875,80.35159320308115
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_2.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_2.txt,2,basty,0.748437,0.532031,0.234375,0.317188,0.07434093750000001,0.7389150913653731,145.60414306640624,79.6606494526244
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_20.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_20.txt,2,basty,0.630469,0.49375,0.289062,0.396875,0.11472148125,0.7283451968503937,131.4810205078125,80.3475387825395
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_22.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_22.txt,2,basty,0.178125,0.771094,0.290625,0.404687,0.11761215937500001,0.7181476054333349,127.35776611328124,82.94369247905793
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_23.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_23.txt,2,basty,0.811719,0.220312,0.295312,0.40625,0.11997050000000001,0.7269218461538463,127.35602294921875,82.94362545145181
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_24.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_24.txt,2,basty,0.822656,0.775,0.301563,0.421875,0.127221890625,0.714816,127.6416796875,82.94170316044405
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_25.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_25.txt,2,basty,0.184375,0.508594,0.275,0.357812,0.09839830000000001,0.7685600259354074,146.59750732421875,75.81067334166764
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_26.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_26.txt,2,basty,0.8125,0.505469,0.278125,0.351562,0.09777818125,0.7911122362485138,146.5992529296875,75.8120386387735
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_27.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_27.txt,2,basty,0.185938,0.489844,0.278125,0.357812,0.09951646250000001,0.7772936625937643,146.59799072265625,75.80971480460649
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_28.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_28.txt,2,basty,0.184375,0.50625,0.28125,0.359375,0.10107421875,0.782608695652174,108.4021728515625,75.81140949574701
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_29.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_29.txt,2,basty,0.366406,0.79375,0.295312,0.365625,0.10797345,0.8076909401709402,143.86826171875,67.14336019930323
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_3.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_3.txt,2,basty,0.25,0.473438,0.2375,0.321875,0.0764453125,0.7378640776699028,145.60184326171876,79.66127536632278
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_30.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_30.txt,2,basty,0.628906,0.800781,0.285938,0.376563,0.107673671094,0.7593364191383647,143.86782470703125,67.14369449802619
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_32.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_32.txt,2,basty,0.363281,0.792969,0.289062,0.367188,0.106140097656,0.787231608876107,111.13445068359376,67.14370059765305
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_33.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_33.txt,2,basty,0.185938,0.385156,0.26875,0.370312,0.09952135,0.7257393765257405,138.14058349609374,76.51949633770938
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_34.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_34.txt,2,basty,0.813281,0.378125,0.282813,0.3625,0.10251971249999998,0.7801737931034483,138.14212890625,76.51706218375992
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_35.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_35.txt,2,basty,0.185938,0.617188,0.275,0.359375,0.098828125,0.7652173913043478,138.1411083984375,76.51960444102227
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_36.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_36.txt,2,basty,0.182031,0.380469,0.279687,0.357812,0.10007536484400001,0.7816590835410775,116.8580126953125,76.51806389540067
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_37.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_37.txt,2,basty,0.6875,0.380469,0.2625,0.373437,0.0980272125,0.7029298114541409,133.7270751953125,79.32783176120344
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_38.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_38.txt,2,basty,0.308594,0.378906,0.276562,0.370312,0.10241422734399998,0.746835101211951,133.72630126953126,79.32915422836028
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_39.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_39.txt,2,basty,0.6875,0.625,0.275,0.365625,0.10054687500000001,0.7521367521367522,133.7313134765625,79.32808816065088
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_4.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_4.txt,2,basty,0.253906,0.534375,0.245312,0.31875,0.07819319999999999,0.769606274509804,109.39592529296876,79.65777888451781
