split,image_path,label_path,width,height,brightness,contrast,objects_count,has_label
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_135.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_135.txt,640,640,149.650224609375,76.52305208841395,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_137.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_137.txt,640,640,130.3805419921875,82.91129682916403,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_138.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_138.txt,640,640,130.37783935546875,82.91272277679285,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_139.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_139.txt,640,640,130.380234375,82.91173966431906,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_140.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_140.txt,640,640,124.62,82.911942089277,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_141.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_141.txt,640,640,131.4190185546875,76.7162119909468,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_143.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_143.txt,640,640,131.4219140625,76.7171207900357,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_146.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_146.txt,640,640,139.8464990234375,75.86129488397646,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_148.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_148.txt,640,640,115.15427490234374,75.86183483097727,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_149.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_149.txt,640,640,126.60411376953125,81.4002330740071,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_15.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_15.txt,640,640,142.39106201171876,64.97876999072002,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_152.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_152.txt,640,640,128.3942041015625,81.39950885957136,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_153.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_153.txt,640,640,137.52582275390625,81.2450231178967,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_154.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_154.txt,640,640,137.52742919921874,81.24392864685316,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_155.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_155.txt,640,640,137.527900390625,81.24357945116003,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_156.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_156.txt,640,640,117.47264404296875,81.24549851527385,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_158.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_158.txt,640,640,141.6768115234375,70.2908550183352,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_159.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_159.txt,640,640,141.6790869140625,70.28627593013597,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_16.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_16.txt,640,640,112.61190673828125,64.98012129417245,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_160.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_160.txt,640,640,113.3230859375,70.29165930895839,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_161.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_161.txt,640,640,138.66141357421876,60.72369186137521,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_163.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_163.txt,640,640,138.661376953125,60.72195748298088,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_164.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_164.txt,640,640,116.33877197265625,60.72357407058655,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_165.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_165.txt,640,640,153.85400390625,60.43082061869111,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_166.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_166.txt,640,640,153.8533544921875,60.43191084692477,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_167.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_167.txt,640,640,153.85558837890625,60.43152497828978,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_169.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_169.txt,640,640,145.00257568359376,72.51512736649599,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_17.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_17.txt,640,640,123.5208349609375,80.34811500860275,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_171.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_171.txt,640,640,145.001552734375,72.51431834318319,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_172.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_172.txt,640,640,109.99754638671875,72.51595622726077,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_173.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_173.txt,640,640,141.5719921875,72.06148059187855,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_174.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_174.txt,640,640,141.570771484375,72.05909203773838,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_176.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_176.txt,640,640,113.42915771484375,72.05843003958017,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_177.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_177.txt,640,640,129.36112548828126,79.05118481284963,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_178.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_178.txt,640,640,129.35970458984374,79.05179327708441,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_179.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_179.txt,640,640,129.36158447265626,79.0503878526691,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_18.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_18.txt,640,640,123.51943115234376,80.34872236636299,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_180.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_180.txt,640,640,125.63739013671875,79.0506916572486,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_19.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_19.txt,640,640,123.521875,80.35159320308115,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_2.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_2.txt,640,640,145.60414306640624,79.6606494526244,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_20.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_20.txt,640,640,131.4810205078125,80.3475387825395,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_22.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_22.txt,640,640,127.35776611328124,82.94369247905793,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_23.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_23.txt,640,640,127.35602294921875,82.94362545145181,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_24.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_24.txt,640,640,127.6416796875,82.94170316044405,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_25.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_25.txt,640,640,146.59750732421875,75.81067334166764,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_26.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_26.txt,640,640,146.5992529296875,75.8120386387735,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_27.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_27.txt,640,640,146.59799072265625,75.80971480460649,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_28.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_28.txt,640,640,108.4021728515625,75.81140949574701,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_29.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_29.txt,640,640,143.86826171875,67.14336019930323,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_3.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_3.txt,640,640,145.60184326171876,79.66127536632278,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_30.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_30.txt,640,640,143.86782470703125,67.14369449802619,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_32.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_32.txt,640,640,111.13445068359376,67.14370059765305,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_33.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_33.txt,640,640,138.14058349609374,76.51949633770938,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_34.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_34.txt,640,640,138.14212890625,76.51706218375992,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_35.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_35.txt,640,640,138.1411083984375,76.51960444102227,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_36.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_36.txt,640,640,116.8580126953125,76.51806389540067,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_37.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_37.txt,640,640,133.7270751953125,79.32783176120344,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_38.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_38.txt,640,640,133.72630126953126,79.32915422836028,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_39.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_39.txt,640,640,133.7313134765625,79.32808816065088,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_4.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_4.txt,640,640,109.39592529296876,79.65777888451781,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_40.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_40.txt,640,640,121.273603515625,79.33000551434054,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_41.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_41.txt,640,640,139.4325927734375,81.48811348216987,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_43.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_43.txt,640,640,139.43418701171876,81.48735037531675,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_44.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_44.txt,640,640,115.567890625,81.48961356748885,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_46.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_46.txt,640,640,138.4891162109375,81.39450907235127,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_47.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_47.txt,640,640,138.488212890625,81.39575863735156,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_48.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_48.txt,640,640,116.5109375,81.39562174201713,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_49.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_49.txt,640,640,149.7481494140625,71.43113282944621,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_5.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_5.txt,640,640,126.218310546875,77.1438096977639,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_50.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_50.txt,640,640,149.74685791015625,71.43277316929932,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_51.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_51.txt,640,640,149.74840087890624,71.43316814247109,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_52.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_52.txt,640,640,105.25329345703125,71.43297151235402,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_53.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_53.txt,640,640,139.56033935546876,73.12039256172612,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_54.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_54.txt,640,640,139.56138427734376,73.11983109093845,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_55.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_55.txt,640,640,139.5616015625,73.1197145804442,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_56.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_56.txt,640,640,115.43854248046875,73.1203756705863,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_58.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_58.txt,640,640,131.33891845703124,75.64013149241373,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_59.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_59.txt,640,640,131.3334228515625,75.63990969440046,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_6.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_6.txt,640,640,126.2169921875,77.1441129600345,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_60.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_60.txt,640,640,123.66302734375,75.63833343341979,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_61.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_61.txt,640,640,137.6220654296875,68.73052865198169,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_62.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_62.txt,640,640,137.623173828125,68.7307831742599,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_63.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_63.txt,640,640,137.622265625,68.72914017591133,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_64.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_64.txt,640,640,117.37637451171875,68.73226759911805,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_65.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_65.txt,640,640,141.1095458984375,76.53078703341518,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_66.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_66.txt,640,640,141.1106591796875,76.52977075090827,1,True
train,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\images\train\basty_67.jpg,C:\Users\Ansagan\Documents\Ansagan\Ansagan\dataset\labels\train\basty_67.txt,640,640,141.108896484375,76.53226266398866,1,True
